SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
MARINE,Marine Electricals (India) Limited,14-Aug-2026,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026, dividend and other business matters"
MARKOLINES,Markolines Pavement Technologies Limited,14-Aug-2026,Board Meeting Intimation,Markolines Pavement Technologies Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MARKOLINES,Markolines Pavement Technologies Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAXESTATES,Max Estates Limited,14-Aug-2026,Board Meeting Intimation,Max Estates Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MAXESTATES,Max Estates Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MCLEODRUSS,Mcleod Russel India Limited,14-Aug-2026,Board Meeting Intimation,MCLEOD RUSSEL INDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MCLEODRUSS,Mcleod Russel India Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MCLOUD,Magellanic Cloud Limited,14-Aug-2026,Board Meeting Intimation,Magellanic Cloud Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MCLOUD,Magellanic Cloud Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited Standalone and Consolidated financial results for the quarter ended June 30, 2026"
MEDICAMEQ,Medicamen Biotech Limited,14-Aug-2026,Board Meeting Intimation,MEDICAMEN BIOTECH LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MEDICAMEQ,Medicamen Biotech Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MMFL,MM Forgings Limited,14-Aug-2026,Board Meeting Intimation,MM FORGINGS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MMFL,MM Forgings Limited,14-Aug-2026,Financial Results,"MMFL : 14-Aug-2026 :  The Company has informed the Exchange that a Board meeting to be held on August 07, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 14, 2026,  To consider and approve the"
MODINATUR,Modi Naturals Limited,14-Aug-2026,Board Meeting Intimation,MODI NATURALS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MODINATUR,Modi Naturals Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MODIRUBBER,Modi Rubber Limited,14-Aug-2026,Board Meeting Intimation,modi rubber limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MODIRUBBER,Modi Rubber Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
MODTHREAD,Modern Threads (India) Limited,14-Aug-2026,Board Meeting Intimation,MODERN THREADS (INDIA) LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MODTHREAD,Modern Threads (India) Limited,14-Aug-2026,Financial Results,"Pursuant to the Regulation 29 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform that a meeting of the Board of Directors of Modern Threads (India) Limited is scheduled to be held on Friday, 14th August, 2026 inter-ali"
MOKSH,Moksh Ornaments Limited,14-Aug-2026,Board Meeting Intimation,Moksh Ornaments Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MOKSH,Moksh Ornaments Limited,14-Aug-2026,Financial Results,"Intimation of Board Meeting to be held on Friday, August 14, 2026."
NAHARINDUS,Nahar Industrial Enterprises Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NARMADA,Narmada Agrobase Limited,14-Aug-2026,Board Meeting Intimation,NARMADA AGROBASE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NARMADA,Narmada Agrobase Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NATCOPHARM,Natco Pharma Limited,14-Aug-2026,Board Meeting Intimation,NATCO PHARMA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
NATCOPHARM,Natco Pharma Limited,14-Aug-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended Jun 30, 2026 and declare interim dividend, if any for the FY 2026-27"
NATCOPHARM,Natco Pharma Limited,14-Aug-2026,Fund Raising,To consider Fund Raising
NAVA,NAVA LIMITED,14-Aug-2026,Board Meeting Intimation,NAVA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NAVA,NAVA LIMITED,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NDGL,Naga Dhunseri Group Limited,14-Aug-2026,Board Meeting Intimation,Naga Dhunseri Group Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NDGL,Naga Dhunseri Group Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NDRINVIT,NDR INVIT Trust,14-Aug-2026,Other business matters,"NDR INVIT Trust has informed the Exchange regarding 'Intimation of Board Meeting to be held on Friday, August 14, 2026"
NECLIFE,Nectar Lifesciences Limited,14-Aug-2026,Board Meeting Intimation,NECTAR LIFESCIENCES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
NECLIFE,Nectar Lifesciences Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
NIBE,NIBE Limited,14-Aug-2026,Board Meeting Intimation,NIBE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NIBE,NIBE Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NIPPOBATRY,Indo-National Limited,14-Aug-2026,Board Meeting Intimation,INDO-NATIONAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NIPPOBATRY,Indo-National Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NIRAJ,Niraj Cement Structurals Limited,14-Aug-2026,Board Meeting Intimation,Niraj Cement Structurals Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
NIRAJ,Niraj Cement Structurals Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
NITINFIRE,Nitin Fire Protection Industries Limited,14-Aug-2026,Board Meeting Intimation,NITIN FIRE PROTECTION INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NITINFIRE,Nitin Fire Protection Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NMDC,NMDC Limited,14-Aug-2026,Board Meeting Intimation,NMDC LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NMDC,NMDC Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NOVAAGRI,Nova Agritech Limited,14-Aug-2026,Board Meeting Intimation,Nova Agritech Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NOVAAGRI,Nova Agritech Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NSLNISP,NMDC Steel Limited,14-Aug-2026,Board Meeting Intimation,NMDC STEEL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
NSLNISP,NMDC Steel Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
OMKARCHEM,Omkar Speciality Chemicals Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
ORCHPHARMA,Orchid Pharma Limited,14-Aug-2026,Board Meeting Intimation,Orchid Pharma Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
ORCHPHARMA,Orchid Pharma Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited limited reviewed financial results (standalone and consolidated) for the period ended June 30, 2026 and restated audited standalone and consolidated financial results for Quarter and Financial year ended March 31, 2026 on account of Scheme of Amalgamation coming"
ORTINGLOBE,ORTIN GLOBAL LIMITED,14-Aug-2026,Board Meeting Intimation,ORTIN GLOBAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
ORTINGLOBE,ORTIN GLOBAL LIMITED,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
PAKKA,PAKKA LIMITED,14-Aug-2026,Board Meeting Intimation,PAKKA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Quarterly ended March 2026 .
PAKKA,PAKKA LIMITED,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PALASHSECU,Palash Securities Limited,14-Aug-2026,Board Meeting Intimation,PALASH SECURITIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PALASHSECU,Palash Securities Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PARACABLES,Paramount Communications Limited,14-Aug-2026,Board Meeting Intimation,PARAMOUNT COMMUNICATIONS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2027 .
PARACABLES,Paramount Communications Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PARASPETRO,Paras Petrofils Limited,14-Aug-2026,Board Meeting Intimation,PARAS PETROFILS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PARASPETRO,Paras Petrofils Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,14-Aug-2026,Board Meeting Intimation,Apeejay Surrendra Park Hotels Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PATANJALI,Patanjali Foods Limited,14-Aug-2026,Board Meeting Intimation,Patanjali Foods Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
PATANJALI,Patanjali Foods Limited,14-Aug-2026,Financial Results/Dividend,"To consider and approve the unaudited  financial results for the quarter ended Jun 30, 2026 and declaration of interim dividend"
PIGL,Power & Instrumentation (Gujarat) Limited,14-Aug-2026,Board Meeting Intimation,POWER & INSTRUMENTATION (GUJARAT) LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
PIGL,Power & Instrumentation (Gujarat) Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
PILANIINVS,Pilani Investment and Industries Corporation Limited,14-Aug-2026,Board Meeting Intimation,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
PILANIINVS,Pilani Investment and Industries Corporation Limited,14-Aug-2026,Financial Results/Other business matters,"PILANIINVS : 14-Aug-2026 :  The Company has informed the Exchange that a Board meeting to be held on August 11, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 14, 2026, To consider and approv"
PIONEEREMB,Pioneer Embroideries Limited,14-Aug-2026,Board Meeting Intimation,PIONEER EMBROIDERIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PIONEEREMB,Pioneer Embroideries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PODDARMENT,Poddar Pigments Limited,14-Aug-2026,Board Meeting Intimation,PODDAR PIGMENTS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PODDARMENT,Poddar Pigments Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PPL,Prakash Pipes Limited,14-Aug-2026,Board Meeting Intimation,PRAKASH PIPES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PPL,Prakash Pipes Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRAENG,Prajay Engineers Syndicate Limited,14-Aug-2026,Board Meeting Intimation,PRAJAY ENGINEERS SYNDICATE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRAENG,Prajay Engineers Syndicate Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026Sub.:  Intimation of Board Meeting under Reg.29 of SEBI (LODR) Regulations, 2015.This is to inform and intimate that a meeting of the Board of Directors of Prajay Engineers Syndicate Limited ( The Company ) will be held o"
PRIMO,Primo Chemicals Limited,14-Aug-2026,Board Meeting Intimation,Primo Chemicals Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRIMO,Primo Chemicals Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRITI,Priti International Limited,14-Aug-2026,Board Meeting Intimation,PRITI INTERNATIONAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRITI,Priti International Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PROZONER,Prozone Realty Limited,14-Aug-2026,Board Meeting Intimation,PROZONE REALTY LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PROZONER,Prozone Realty Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRUDMOULI,Prudential Sugar Corporation Limited,14-Aug-2026,Board Meeting Intimation,PRUDENTIAL SUGAR CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
PRUDMOULI,Prudential Sugar Corporation Limited,14-Aug-2026,Financial Results/Other business matters,"With reference to the above captioned subject matter, pursuant to the referred regulations of SEBI (LODR) Regulations, 2015 mentioned above, we hereby inform you that the Meeting of Board of Directors of the Company will be held at 02:00 P.M. on Friday, August 14, 2026 at the Registered Office of th"
PTCIL,PTC Industries Limited,14-Aug-2026,Board Meeting Intimation,PTC INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PTCIL,PTC Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PURVA,Puravankara Limited,14-Aug-2026,Board Meeting Intimation,Puravankara Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PURVA,Puravankara Limited,14-Aug-2026,Financial Results,"To consider and approve the un-audited financial results for the period ended June 30, 2026 along with Limited Review Report"
PVP,PVP Ventures Limited,14-Aug-2026,Board Meeting Intimation,PVP VENTURES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PVP,PVP Ventures Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PWL,Physicswallah Limited,14-Aug-2026,Board Meeting Intimation,Physicswallah Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PWL,Physicswallah Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited financial results for the quarter ended Jun 30, 2026"
QMSMEDI,QMS Medical Allied Services Limited,14-Aug-2026,Board Meeting Intimation,QMS MEDICAL ALLIED SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
QMSMEDI,QMS Medical Allied Services Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RAJESHEXPO,Rajesh Exports Limited,14-Aug-2026,Board Meeting Intimation,RAJESH EXPORTS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RAJESHEXPO,Rajesh Exports Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RAMASTEEL,Rama Steel Tubes Limited,14-Aug-2026,Board Meeting Intimation,RAMA STEEL TUBES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
RAMASTEEL,Rama Steel Tubes Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended June 30, 2026."
RANASUG,Rana Sugars Limited,14-Aug-2026,Board Meeting Intimation,RANA SUGARS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RANASUG,Rana Sugars Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
REGAAL,Regaal Resources Limited,14-Aug-2026,Board Meeting Intimation,REGAAL RESOURCES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
REGAAL,Regaal Resources Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RELIABLE,Reliable Data Services Limited,14-Aug-2026,Board Meeting Intimation,RELIABLE DATA SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
RELIABLE,Reliable Data Services Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
RELINFRA,Reliance Infrastructure Limited,14-Aug-2026,Board Meeting Intimation,Reliance Infrastructure Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RELINFRA,Reliance Infrastructure Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RELTD,Ravindra Energy Limited,14-Aug-2026,Board Meeting Intimation,RAVINDRA ENERGY LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RELTD,Ravindra Energy Limited,14-Aug-2026,Financial Results,"To consider and approve the Standalone and Consolidated Financial Results for the quarter ended June 30, 2026 (Q-1)."
REMSONSIND,Remsons Industries Limited,14-Aug-2026,Board Meeting Intimation,REMSONS INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
REMSONSIND,Remsons Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
REPL,Rudrabhishek Enterprises Limited,14-Aug-2026,Board Meeting Intimation,RUDRABHISHEK ENTERPRISES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
REPL,Rudrabhishek Enterprises Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RESPONIND,Responsive Industries Limited,14-Aug-2026,Board Meeting Intimation,Responsive Industries Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Buyback.
RESPONIND,Responsive Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RESPONIND,Responsive Industries Limited,14-Aug-2026,Buyback/Other business matters,To consider buyback for equity shares and other business matters
RISHABH,Rishabh Instruments Limited,14-Aug-2026,Board Meeting Intimation,RISHABH INSTRUMENTS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RISHABH,Rishabh Instruments Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RKDL,Ravi Kumar Distilleries Limited,14-Aug-2026,Board Meeting Intimation,RAVI KUMAR DISTILLERIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RKDL,Ravi Kumar Distilleries Limited,14-Aug-2026,Financial Results,"To consider and approve the un-audited financial results for the period ended Jun 30, 2026"
RKEC,RKEC Projects Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RMCL,Radha Madhav Corporation Limited,14-Aug-2026,Board Meeting Intimation,Radha Madhav Corporation Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RMCL,Radha Madhav Corporation Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
RMDRIP,R M Drip and Sprinklers Systems Limited,14-Aug-2026,Board Meeting Intimation,R M Drip and Sprinklers Systems Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RMDRIP,R M Drip and Sprinklers Systems Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RNBDENIMS,R&B Denims Limited,14-Aug-2026,Board Meeting Intimation,R&B DENIMS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RNBDENIMS,R&B Denims Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RUBICON,Rubicon Research Limited,14-Aug-2026,Board Meeting Intimation,Rubicon Research Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RUBICON,Rubicon Research Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RUDRA,Rudra Global Infra Products Limited,14-Aug-2026,Board Meeting Intimation,RUDRA GLOBAL INFRA PRODUCTS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RUDRA,Rudra Global Infra Products Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
S&SPOWER,S&S Power Switchgears Limited,14-Aug-2026,Board Meeting Intimation,S&S POWER SWITCHGEARS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
S&SPOWER,S&S Power Switchgears Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SAATVIKGL,Saatvik Green Energy Limited,14-Aug-2026,Board Meeting Intimation,Saatvik Green Energy Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SAATVIKGL,Saatvik Green Energy Limited,14-Aug-2026,Financial Results,"Standalone and Consolidated Unaudited Financial Results for the quarter ended June 30, 2026"
SALSTEEL,S.A.L. Steel Limited,14-Aug-2026,Board Meeting Intimation,S.A.L. STEEL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SALSTEEL,S.A.L. Steel Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SATIA,Satia Industries Limited,14-Aug-2026,Board Meeting Intimation,Satia Industries Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SATIA,Satia Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SCHNEIDER,Schneider Electric Infrastructure Limited,14-Aug-2026,Board Meeting Intimation,Schneider Electric Infrastructure Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
SCHNEIDER,Schneider Electric Infrastructure Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
SEMAC,Semac Construction Limited,14-Aug-2026,Board Meeting Intimation,SEMAC CONSTRUCTION LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SEMAC,Semac Construction Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
